inx,country,countryCoded,degree,degreeCoded,eng,engCoded,fieldGroup,fund,gpaBachelors,gpaMasters,gre,highLevelBachUni,highLevelMasterUni,papersGLOB,papersIRAN,targetUni,uniRank,year
3355,n/a,0,Doctorate,1,VeryHigh,0,10,FALSE,2,3.5,FALSE,TRUE,TRUE,4,8,griffith,-1,2014
3356,united kingdom,4,Masters,0,VeryHigh,0,7,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,sheffield,-1,2015
3357,canada,1,Doctorate,1,High,1,7,TRUE,2.5,3,FALSE,TRUE,TRUE,4,4,memorial  newfoundland,-1,2014
3358,canada,1,Doctorate,1,Medium,2,0,FALSE,3.5,3.69,FALSE,FALSE,FALSE,3,0,ottawa,-1,2014
3359,united states,0,Doctorate,1,VeryHigh,0,5,TRUE,3.09,3.72,TRUE,FALSE,FALSE,1,4,north carolina state,-1,2014
3360,germany,3,Masters,0,High,1,0,FALSE,3.67,3.442985691,FALSE,FALSE,FALSE,0,0,bath,-1,2014
3361,sweden,2,Doctorate,1,VeryHigh,0,0,TRUE,3.5,4,TRUE,TRUE,FALSE,0,3,centre universitaire de technologie,-1,2015
3362,united states,0,Doctorate,1,VeryHigh,0,1,TRUE,1.5,4,TRUE,FALSE,TRUE,3,1,texas am,-1,2014
3363,united states,0,Doctorate,1,High,1,1,TRUE,3,3.5,TRUE,FALSE,FALSE,0,5,wichita state,-1,2014
3364,spain,3,Doctorate,1,High,1,9,TRUE,2,3.67,FALSE,FALSE,FALSE,5,0,politécnica de madrid,-1,2014
3365,united states,0,Masters,0,High,1,0,FALSE,2.5,3,TRUE,FALSE,FALSE,0,2,columbia,-1,2014
3366,united states,0,Doctorate,1,High,1,7,FALSE,2.5,3.5,TRUE,FALSE,TRUE,0,0,portland state,-1,2014
3367,n/a,0,Masters,0,VeryHigh,0,0,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2014
3368,australia,1,Doctorate,1,High,1,0,TRUE,3,3.5,TRUE,FALSE,FALSE,1,0,james madison,-1,2014
3369,germany,3,Masters,0,VeryHigh,0,0,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,technical  lublin,-1,2013
3372,n/a,0,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,3,erlangenn/anurnberg,-1,2014
3373,sweden,2,Doctorate,1,High,1,0,TRUE,2.5,3,FALSE,FALSE,FALSE,6,3,north dakota,-1,2015
3374,canada,1,Masters,0,VeryHigh,0,4,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,alberta,-1,2014
3375,united states,0,Masters,0,Medium,2,10,FALSE,1.5,3.442985691,FALSE,TRUE,FALSE,0,0,texas pan american,-1,2015
3376,germany,3,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,1,1,ohu,-1,2014
3377,united kingdom,4,Doctorate,1,VeryHigh,0,11,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,newcastle,-1,2014
3379,germany,3,Masters,0,High,1,0,FALSE,2,3.442985691,TRUE,FALSE,FALSE,0,0,hochschule darmstadt,-1,2014
3380,australia,1,Doctorate,1,Medium,2,10,TRUE,3,3.5,TRUE,FALSE,FALSE,3,0,sydney,-1,2014
3384,turkey,6,Doctorate,1,High,1,0,TRUE,2.611309081,3.442985691,FALSE,FALSE,FALSE,0,5,sakarya,-1,2014
3386,n/a,0,Masters,0,High,1,0,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,1,2,kingston,-1,2014
3387,n/a,0,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,texas at dallas,-1,2015
3388,germany,3,Masters,0,High,1,7,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,south gujarat,-1,2014
3389,germany,3,Masters,0,High,1,10,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,fau  erlangenn/anuremberg,-1,2014
3391,united states,0,Doctorate,1,Medium,2,11,TRUE,3,4,TRUE,FALSE,TRUE,0,0,southern california,-1,2014
3392,n/a,0,Masters,0,Medium,2,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2010
3393,n/a,0,Doctorate,1,High,1,4,FALSE,2,3.5,TRUE,FALSE,FALSE,0,0,n/a,-1,2014
3394,canada,1,Masters,0,High,1,0,TRUE,3,3.442985691,FALSE,TRUE,FALSE,1,2,new brunswick,-1,2015
3395,canada,1,Doctorate,1,High,1,0,TRUE,4,3.5,FALSE,FALSE,FALSE,4,0,mcmaster,-1,2015
3396,united states,0,Doctorate,1,High,1,2,TRUE,4,4,FALSE,FALSE,FALSE,0,0,georgia state,-1,2014
3397,canada,1,Doctorate,1,Medium,2,0,TRUE,2,4,FALSE,FALSE,FALSE,5,1,manitoba,-1,2014
3398,canada,1,Doctorate,1,Medium,2,4,TRUE,2.5,3,FALSE,TRUE,TRUE,2,0,waterloo,-1,2015
3399,italy,3,Masters,0,Medium,2,5,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,5,polytechnic  tirane,-1,2015
3400,united states,0,Doctorate,1,VeryHigh,0,5,TRUE,2.5,3.5,TRUE,FALSE,FALSE,10,0,pittsburgh,-1,2015
3401,italy,3,Masters,0,Medium,2,1,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,polytechnic  tirane,-1,2014
3403,italy,3,Masters,0,Medium,2,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,3,polytechnic  tirane,-1,2015
3404,turkey,6,Masters,0,High,1,1,FALSE,1.5,3.442985691,TRUE,FALSE,FALSE,0,0,istanbul technical,-1,2014
3405,united states,0,Doctorate,1,High,1,1,FALSE,2.5,3,FALSE,TRUE,TRUE,1,0,virginia polytechnic institutestate  (virginia tech),-1,2008
3406,germany,3,Masters,0,High,1,10,FALSE,3,3.442985691,TRUE,FALSE,FALSE,0,0,otto-von-guericke universität magdeburg,-1,2014
3407,germany,3,Doctorate,1,High,1,13,TRUE,3,3.5,FALSE,TRUE,TRUE,2,2,tubingen (max planck),-1,2014
3408,germany,3,Doctorate,1,VeryHigh,0,1,FALSE,3.5,4,TRUE,FALSE,FALSE,1,1,north china,-1,2014
3409,australia,1,Doctorate,1,Medium,2,11,TRUE,2.5,3.5,FALSE,FALSE,FALSE,27,2,griffith,-1,2014
3411,italy,3,Masters,0,VeryHigh,0,4,TRUE,3,3.442985691,TRUE,FALSE,FALSE,0,0,bologna,-1,2014
3412,united states,0,Doctorate,1,High,1,0,TRUE,2,2.5,TRUE,TRUE,TRUE,6,0,virginia state,-1,2015
3413,germany,3,Masters,0,VeryHigh,0,2,FALSE,1.5,3.442985691,FALSE,TRUE,FALSE,0,0,presidency,-1,2014
3414,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,2,3,TRUE,TRUE,TRUE,0,0,central florida,-1,2014
3415,n/a,0,Masters,0,High,1,5,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2010
3417,japan,5,Doctorate,1,High,1,0,TRUE,1,3,TRUE,FALSE,TRUE,0,0,yokohama national,-1,2014
3418,united states,0,Doctorate,1,High,1,0,TRUE,3,3.442985691,TRUE,FALSE,FALSE,0,0,wright state,-1,2014
3419,italy,3,Doctorate,1,VeryHigh,0,1,TRUE,2,2.5,TRUE,TRUE,TRUE,1,0,politecnica de puerto rico,-1,2014
3420,canada,1,Doctorate,1,Medium,2,11,TRUE,2.5,3.5,FALSE,FALSE,TRUE,0,0,católica del oriente,-1,2015
3421,n/a,0,Masters,0,VeryHigh,0,9,FALSE,4,3.442985691,TRUE,FALSE,FALSE,0,1,wayne state,-1,2014
3422,united states,0,Masters,0,VeryHigh,0,0,TRUE,3,3,TRUE,TRUE,TRUE,3,0,torcuato di tella,-1,2014
3423,n/a,0,Masters,0,High,1,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2010
3425,united states,0,Masters,0,VeryHigh,0,5,FALSE,3.5,3.442985691,TRUE,FALSE,FALSE,1,2,new york,-1,2014
3426,n/a,0,Doctorate,1,Medium,2,5,FALSE,2,4,FALSE,FALSE,FALSE,6,14,drexel,-1,2014
3427,canada,1,Masters,0,High,1,0,TRUE,4,3.442985691,FALSE,FALSE,FALSE,3,3,simon fraser,-1,2015
3428,united states,0,Doctorate,1,VeryHigh,0,3,TRUE,2,3,TRUE,FALSE,FALSE,9,0,houston,-1,2015
3429,united states,0,Doctorate,1,High,1,1,TRUE,2.5,3,TRUE,TRUE,TRUE,6,7,oakland,-1,2012
3430,italy,3,Doctorate,1,Medium,2,0,TRUE,1,3.5,TRUE,FALSE,FALSE,2,0,politecnica de puerto rico,-1,2015
3431,canada,1,Masters,0,Medium,2,5,TRUE,3.5,3.442985691,FALSE,FALSE,FALSE,3,0,alberta,-1,2015
3432,n/a,0,Masters,0,High,1,12,FALSE,4,3.5,FALSE,FALSE,FALSE,0,1,n/a,-1,2014
3433,n/a,0,Masters,0,High,1,9,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2003
3434,italy,3,Doctorate,1,Medium,2,5,TRUE,2,4,FALSE,FALSE,FALSE,1,0,libera università degli studi di scienze umane e tecnologiche,-1,2014
3435,turkey,6,Masters,0,High,1,1,FALSE,3.5,3.442985691,TRUE,TRUE,FALSE,1,0,middle east technical,-1,2016
3437,germany,3,Masters,0,Medium,2,0,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,2,-1,2015
3438,australia,1,Doctorate,1,VeryHigh,0,7,TRUE,1.5,3,FALSE,TRUE,TRUE,3,1,queensland,-1,2015
3439,united kingdom,4,Doctorate,1,Medium,2,11,TRUE,1,3.5,FALSE,TRUE,FALSE,7,0,the queen's  belfast,-1,2015
3440,canada,1,Doctorate,1,High,1,1,TRUE,1.5,3.5,FALSE,TRUE,FALSE,5,3,victoria,-1,2014
3443,france,3,Masters,0,Medium,2,1,FALSE,1.5,3.442985691,TRUE,FALSE,FALSE,0,0,université joseph fourier (grenoble i),-1,2014
3445,united states,0,Doctorate,1,High,1,1,FALSE,3,3.5,FALSE,FALSE,FALSE,3,0,southern methodist,-1,2015
3446,canada,1,Masters,0,Medium,2,0,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,concordia,-1,2015
3448,netherlands,4,Doctorate,1,High,1,0,FALSE,2,4,FALSE,TRUE,TRUE,1,1,wageningen,-1,2011
3449,canada,1,Doctorate,1,High,1,0,FALSE,3.5,3.5,FALSE,TRUE,FALSE,1,1,e de brasília,-1,2015
3450,united states,0,Doctorate,1,High,1,3,TRUE,3.5,2.5,TRUE,FALSE,TRUE,0,1,houston,-1,2014
3451,australia,1,Doctorate,1,VeryHigh,0,10,TRUE,3.5,4,FALSE,FALSE,TRUE,6,0,sydney,-1,2015
3452,united states,0,Doctorate,1,VeryHigh,0,1,TRUE,1.5,2.5,TRUE,TRUE,TRUE,0,0,texas at san antonio,-1,2015
3453,n/a,0,Doctorate,1,High,1,4,FALSE,2.5,3.5,FALSE,TRUE,TRUE,2,1,south australia,-1,2015
3454,united states,0,Masters,0,High,1,0,FALSE,3,3.442985691,TRUE,FALSE,FALSE,3,3,texas at san antonio,-1,2014
3455,united states,0,Doctorate,1,VeryHigh,0,4,FALSE,2.5,3.5,TRUE,TRUE,TRUE,1,0,oregon state,-1,2014
3456,canada,1,Masters,0,VeryHigh,0,4,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,alberta,-1,2015
3458,new zealand,4,Doctorate,1,Medium,2,6,TRUE,1.5,4,FALSE,FALSE,FALSE,3,0,auckland,-1,2015
3459,australia,1,Masters,0,High,1,7,FALSE,2.5,3.442985691,TRUE,TRUE,FALSE,0,2,curtin,-1,2015
3460,australia,1,Doctorate,1,High,1,0,TRUE,2.5,3.5,FALSE,TRUE,TRUE,25,0,newcastle,-1,2015
3461,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,3,3.5,TRUE,TRUE,TRUE,0,0,houston,-1,2015
3463,united states,0,Doctorate,1,VeryHigh,0,1,TRUE,4,3.5,TRUE,TRUE,TRUE,1,10,delaware,-1,2015
3464,united states,0,Doctorate,1,High,1,4,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,wolaita sodo,-1,2015
3465,united kingdom,4,Masters,0,High,1,11,TRUE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,sheffied\_manchester\_ucl,-1,2015
3466,n/a,0,Masters,0,High,1,3,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,3,instituto tecnologico de minatitlan,-1,2015
3468,united states,0,Doctorate,1,High,1,1,TRUE,2,3,TRUE,FALSE,TRUE,0,0,texas at san antonio,-1,2015
3470,united states,0,Masters,0,High,1,0,FALSE,3.5,3.442985691,TRUE,FALSE,FALSE,0,0,nivadhana,-1,2015
3471,australia,1,Doctorate,1,High,1,0,TRUE,3,3,FALSE,FALSE,FALSE,5,0,queensland,-1,2015
3472,canada,1,Doctorate,1,High,1,5,TRUE,2,2.5,TRUE,FALSE,TRUE,4,5,waterloo,-1,2015
3473,switzerland,0,Doctorate,1,High,1,7,FALSE,2.5,3.5,FALSE,TRUE,FALSE,0,0,ethn/azurich,-1,2015
3474,n/a,0,Doctorate,1,High,1,4,FALSE,2,2,FALSE,FALSE,TRUE,0,0,n/a,-1,2004
3476,n/a,0,Doctorate,1,VeryHigh,0,11,FALSE,1.5,4,TRUE,FALSE,FALSE,4,0,n/a,-1,2015
3477,united states,0,Doctorate,1,Medium,2,0,TRUE,3,3.442985691,FALSE,TRUE,FALSE,0,0,"rochester institute of , dubai",-1,2015
3478,united states,0,Doctorate,1,High,1,0,TRUE,2,3.442985691,TRUE,TRUE,FALSE,0,0,boston,-1,2015
3479,n/a,0,Masters,0,High,1,5,FALSE,1.5,2.5,FALSE,FALSE,TRUE,0,4,n/a,-1,2015
3481,netherlands,4,Doctorate,1,High,1,9,TRUE,3.5,3.5,FALSE,FALSE,TRUE,2,3,national technological,-1,2014
3483,united kingdom,4,Doctorate,1,High,1,1,TRUE,1.5,3.5,FALSE,FALSE,FALSE,3,0,southampton,-1,2014
3484,n/a,0,Masters,0,Medium,2,0,TRUE,3,3.442985691,TRUE,TRUE,FALSE,2,3,british columbia,-1,2015
3485,united states,0,Masters,0,High,1,0,FALSE,2.5,3.5,TRUE,FALSE,FALSE,0,0,utah state,-1,2015
3487,canada,1,Doctorate,1,VeryHigh,0,4,TRUE,2.5,3.5,FALSE,TRUE,TRUE,1,1,queens,-1,2015
3489,australia,1,Doctorate,1,Medium,2,4,TRUE,2.5,3.5,FALSE,TRUE,TRUE,5,4,new south wales,-1,2015
3490,turkey,6,Masters,0,High,1,0,FALSE,2,3.442985691,TRUE,FALSE,FALSE,0,0,middle east technical,-1,2015
3491,italy,3,Masters,0,VeryHigh,0,7,TRUE,3.5,3.442985691,TRUE,FALSE,FALSE,0,0,bologna,-1,2015
3492,turkey,6,Masters,0,High,1,11,FALSE,3,3.442985691,TRUE,FALSE,FALSE,0,0,istanbul technical,-1,2015
3493,australia,1,Doctorate,1,Medium,2,0,TRUE,4,3.5,FALSE,TRUE,FALSE,5,2,queensland,-1,2015
3495,australia,1,Doctorate,1,High,1,4,TRUE,2.5,3.5,TRUE,FALSE,TRUE,3,1,newcastle,-1,2015
3496,united states,0,Doctorate,1,High,1,15,FALSE,2.5,3.5,FALSE,FALSE,FALSE,0,3,harvard,-1,2016
3498,n/a,0,Masters,0,Medium,2,10,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,polytechnic  tirane,-1,2016
3499,united states,0,Doctorate,1,High,1,0,TRUE,2.5,3,TRUE,FALSE,TRUE,0,0,indiana  at bloomington,-1,2015
3500,turkey,6,Masters,0,High,1,1,FALSE,2,3.442985691,TRUE,TRUE,FALSE,1,0,bogazici,-1,2015
3501,germany,3,Masters,0,High,1,1,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,2,technical  kenya,-1,2015
3503,n/a,0,Doctorate,1,VeryHigh,0,11,FALSE,2.5,3.5,TRUE,TRUE,TRUE,3,0,n/a,-1,2015
3504,germany,3,Masters,0,High,1,0,FALSE,4,3.442985691,FALSE,FALSE,FALSE,0,0,universität duisburg-essen,-1,2015
3505,n/a,0,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2015
3506,n/a,0,Masters,0,Medium,2,2,FALSE,1,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2015
3507,switzerland,0,Masters,0,Medium,2,5,TRUE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,fribourg,-1,2015
3509,new zealand,4,Doctorate,1,Medium,2,0,TRUE,2.5,3,FALSE,FALSE,TRUE,15,1,victoria  wellington,-1,2015
3511,n/a,0,Doctorate,1,High,1,7,FALSE,2.5,2.5,FALSE,FALSE,FALSE,0,12,n/a,-1,2008
3512,united states,0,Doctorate,1,High,1,1,TRUE,2,3,TRUE,TRUE,TRUE,1,0,clemson,-1,2014
3513,united states,0,Doctorate,1,High,1,11,TRUE,2,3.5,TRUE,TRUE,TRUE,4,4,louisiana tech,-1,2015
3514,n/a,0,Masters,0,VeryHigh,0,0,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,3,0,maastricht,-1,2015
3515,france,3,Doctorate,1,VeryHigh,0,10,TRUE,2.5,3.5,TRUE,TRUE,FALSE,0,0,grenoble ecole de management,-1,2015
3516,united states,0,Doctorate,1,High,1,0,TRUE,3,3,TRUE,FALSE,FALSE,5,1,pittsburgh,-1,2015
3518,united states,0,Doctorate,1,High,1,10,TRUE,2.5,3.9,TRUE,TRUE,FALSE,3,2,connecticut,-1,2015
3519,united states,0,Masters,0,High,1,5,FALSE,3,3.442985691,TRUE,TRUE,FALSE,0,2,nacional de rosario,-1,2015
3520,australia,1,Doctorate,1,Medium,2,0,TRUE,2.5,3,FALSE,FALSE,TRUE,1,3,newcastle,-1,2015
3521,united states,0,Doctorate,1,Medium,2,5,FALSE,2,3.5,FALSE,FALSE,TRUE,1,1,louisville,-1,2012
3522,n/a,0,Doctorate,1,High,1,0,FALSE,2.5,3,TRUE,FALSE,TRUE,2,3,n/a,-1,2015
3523,germany,3,Masters,0,High,1,7,FALSE,3.6,3.442985691,FALSE,FALSE,FALSE,0,2,tu munich,-1,2015
3524,united kingdom,4,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,strathclyde,-1,2015
3525,n/a,0,Doctorate,1,Medium,2,0,FALSE,2,2.5,TRUE,FALSE,FALSE,0,2,georgia,-1,2015
3526,germany,3,Masters,0,High,1,14,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,friedrich-schiller universität jena,-1,2015
3527,united states,0,Doctorate,1,VeryHigh,0,1,TRUE,3,3,TRUE,TRUE,TRUE,5,0,case western reserve,-1,2014
3528,switzerland,0,Doctorate,1,High,1,0,TRUE,3,3,FALSE,FALSE,TRUE,1,0,berne,-1,2012
3529,italy,3,Masters,0,High,1,8,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,polytechnic  tirane,-1,2015
3531,united states,0,Doctorate,1,High,1,2,TRUE,3,3.5,FALSE,TRUE,TRUE,0,0,missouri,-1,2015
3533,canada,1,Doctorate,1,High,1,3,TRUE,2.5,3,TRUE,TRUE,TRUE,0,0,carleton,-1,2015
3534,united states,0,Doctorate,1,High,1,1,FALSE,3,4,TRUE,TRUE,FALSE,2,0,not decided,-1,2015
3535,n/a,0,Doctorate,1,High,1,7,FALSE,4,4,FALSE,TRUE,FALSE,2,3,n/a,-1,2016
3536,germany,3,Masters,0,High,1,5,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,karachi institute of economics,-1,2015
3537,n/a,0,Masters,0,High,1,0,FALSE,4,3.5,FALSE,FALSE,FALSE,0,0,n/a,-1,2006
3538,canada,1,Doctorate,1,Medium,2,4,TRUE,2.5,3.5,FALSE,FALSE,FALSE,4,1,montevallo,-1,2015
3540,n/a,0,Masters,0,High,1,5,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2004
3541,united states,0,Doctorate,1,VeryHigh,0,5,TRUE,3.5,4,TRUE,FALSE,TRUE,3,5,caleb,-1,2015
3543,united states,0,Doctorate,1,VeryHigh,0,11,FALSE,1.5,4,TRUE,FALSE,FALSE,2,0,lamar,-1,2015
3544,germany,3,Masters,0,High,1,0,FALSE,4,3.442985691,FALSE,TRUE,FALSE,0,0,satakunta  applied scinces,-1,2015
3545,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,3,4,TRUE,TRUE,TRUE,0,1,"california, santa barbara",-1,2015
3546,germany,3,Masters,0,VeryHigh,0,11,FALSE,2,3.442985691,TRUE,FALSE,FALSE,3,3,north china,-1,2015
3547,united states,0,Doctorate,1,High,1,0,TRUE,2.5,3.5,TRUE,FALSE,FALSE,2,0,purdue,-1,2014
3548,netherlands,4,Doctorate,1,High,1,0,TRUE,2,3.5,FALSE,FALSE,FALSE,3,0,delft,-1,2015
3552,australia,1,Doctorate,1,High,1,11,TRUE,2,3,FALSE,FALSE,FALSE,5,1,sydney,-1,2015
3553,australia,1,Doctorate,1,High,1,0,TRUE,2,3.5,FALSE,FALSE,FALSE,4,0,monash,-1,2015
3554,canada,1,Doctorate,1,VeryHigh,0,10,FALSE,2,4,FALSE,TRUE,TRUE,0,0,concordia,-1,2015
3555,n/a,0,Masters,0,High,1,0,FALSE,3.6,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2011
3556,n/a,0,Doctorate,1,High,1,7,FALSE,2.5,3.5,FALSE,FALSE,TRUE,0,0,n/a,-1,2016
3557,canada,1,Masters,0,VeryHigh,0,15,TRUE,2.5,4,FALSE,TRUE,TRUE,0,0,guelph,-1,2015
3558,canada,1,Masters,0,High,1,11,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,3,2,british columbia,-1,2015
3561,united states,0,Doctorate,1,Medium,2,13,TRUE,3.5,3,TRUE,TRUE,TRUE,5,4,san carlos,-1,2015
3562,united states,0,Doctorate,1,VeryHigh,0,1,TRUE,2,3,TRUE,TRUE,TRUE,3,0,colorado school of mines,-1,2015
3563,singapore,5,Doctorate,1,Medium,2,11,TRUE,2,3,FALSE,FALSE,FALSE,2,0,national  singapore,-1,2015
3564,united states,0,Masters,0,VeryHigh,0,5,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,nebraska - lincoln,-1,2015
3565,united states,0,Doctorate,1,High,1,0,TRUE,2.5,3.5,TRUE,TRUE,FALSE,0,1,north dakota state,-1,2015
3566,united states,0,Doctorate,1,VeryHigh,0,5,TRUE,3.5,3.5,TRUE,TRUE,FALSE,0,0,northwestern,-1,2015
3567,n/a,0,Doctorate,1,VeryHigh,0,11,TRUE,2,2.5,TRUE,TRUE,FALSE,3,3,oregon state,-1,2015
3568,italy,3,Masters,0,VeryHigh,0,5,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,boston,-1,2010
3569,n/a,0,Masters,0,VeryHigh,0,1,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,ottawa n/a western ontario n/a carleton,-1,2015
3570,sweden,2,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,TRUE,TRUE,FALSE,0,0,karlstad,-1,2015
3571,n/a,0,Masters,0,High,1,5,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,eastern mediterranean,-1,2014
3572,united states,0,Doctorate,1,High,1,4,TRUE,2,2.5,TRUE,TRUE,TRUE,1,0,kentucky,-1,2015
3573,canada,1,Doctorate,1,High,1,0,TRUE,2,3,TRUE,TRUE,FALSE,2,0,ecole polytechnique,-1,2015
3574,n/a,0,Doctorate,1,Medium,2,1,FALSE,1.5,2.5,FALSE,FALSE,FALSE,1,1,n/a,-1,2003
3575,united states,0,Doctorate,1,VeryHigh,0,11,TRUE,3,3.5,TRUE,TRUE,FALSE,0,3,virginia commonwealth,-1,2015
3576,united states,0,Doctorate,1,VeryHigh,0,0,FALSE,4,3.442985691,TRUE,TRUE,FALSE,0,0,carnegie mellon,-1,2015
3577,new zealand,4,Doctorate,1,High,1,5,TRUE,2,3.5,FALSE,TRUE,TRUE,0,0,auckland,-1,2015
3578,canada,1,Doctorate,1,Medium,2,0,TRUE,3,3.5,FALSE,TRUE,TRUE,0,0,westbrook,-1,2015
3579,sweden,2,Masters,0,High,1,5,TRUE,3,3.442985691,FALSE,TRUE,FALSE,0,1,edinburgh,-1,2015
3580,n/a,0,Doctorate,1,High,1,11,FALSE,2.5,4,TRUE,TRUE,TRUE,3,0,illinois institute of,-1,2015
3581,italy,3,Masters,0,Low,3,10,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,politecnica de puerto rico,-1,2015
3582,united states,0,Doctorate,1,VeryHigh,0,1,FALSE,2.9,3.5,TRUE,TRUE,FALSE,0,0,texas at dallas,-1,2015
3583,united states,0,Masters,0,High,1,1,TRUE,4,3.442985691,TRUE,TRUE,FALSE,4,2,nebraska - lincoln,-1,2015
3584,united states,0,Doctorate,1,High,1,3,TRUE,2.5,3,TRUE,FALSE,TRUE,0,0,cambodia,-1,2015
3585,n/a,0,Doctorate,1,High,1,5,FALSE,1.5,2.5,FALSE,FALSE,FALSE,0,0,n/a,-1,2010
3587,united states,0,Masters,0,High,1,3,TRUE,1.5,3.442985691,TRUE,FALSE,FALSE,4,2,central florida,-1,2015
3588,france,3,Masters,0,High,1,0,FALSE,2.611309081,3.442985691,FALSE,FALSE,FALSE,1,0,oulu,-1,2015
3589,germany,3,Masters,0,VeryHigh,0,1,FALSE,3,3.442985691,TRUE,TRUE,FALSE,0,0,north china,-1,2015
3590,united states,0,Masters,0,High,1,5,TRUE,3.5,4,FALSE,TRUE,FALSE,0,0,georgia state,-1,2015
3592,finland,2,Masters,0,Medium,2,0,TRUE,3,3.442985691,FALSE,TRUE,FALSE,0,1,oulu,-1,2014
3593,n/a,0,Doctorate,1,Medium,2,0,TRUE,2,4,FALSE,FALSE,FALSE,17,2,libya open,-1,2015
3594,france,3,Doctorate,1,Medium,2,15,FALSE,2,3.5,FALSE,FALSE,FALSE,0,0,marshall,-1,2015
3595,n/a,0,Doctorate,1,VeryHigh,0,4,FALSE,2.5,3,FALSE,FALSE,FALSE,4,2,cambridge,-1,2015
3596,united states,0,Masters,0,VeryHigh,0,1,FALSE,2,3.442985691,TRUE,FALSE,FALSE,1,2,pennsylvania,-1,2015
3597,united states,0,Masters,0,Medium,2,5,FALSE,3,3.442985691,TRUE,FALSE,FALSE,0,0,"new york , abu dhabi",-1,2015
3598,france,3,Masters,0,High,1,8,TRUE,3.5,2,FALSE,TRUE,TRUE,0,2,kent state,-1,2015
3599,n/a,0,Masters,0,High,1,0,FALSE,2,2.5,FALSE,TRUE,TRUE,0,1,lausanne,-1,2015
3600,canada,1,Doctorate,1,High,1,2,FALSE,2.5,3,FALSE,FALSE,FALSE,0,1,northern british columbia,-1,2006
3601,finland,2,Masters,0,High,1,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,tampere,-1,2015
3602,united states,0,Masters,0,Medium,2,0,FALSE,3.5,4,FALSE,FALSE,FALSE,0,12,academy of arts,-1,2009
3603,n/a,0,Doctorate,1,High,1,8,FALSE,3.5,4,TRUE,TRUE,TRUE,2,1,kentucky,-1,2015
3604,united states,0,Masters,0,Medium,2,11,FALSE,3,3.442985691,TRUE,FALSE,FALSE,0,0,"california state , fullerton",-1,2015
3605,united states,0,Masters,0,VeryHigh,0,5,TRUE,3,3.5,TRUE,TRUE,TRUE,0,1,east carolina,-1,2015
