inx,country,countryCoded,degree,degreeCoded,eng,engCoded,fieldGroup,fund,gpaBachelors,gpaMasters,gre,highLevelBachUni,highLevelMasterUni,papersGLOB,papersIRAN,targetUni,uniRank,year
947,united states,0,Doctorate,1,VeryHigh,0,7,FALSE,1,3,TRUE,TRUE,TRUE,0,0,colorado state,-1,2010
948,italy,3,Masters,0,Medium,2,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,sapienza di roman/aitaly,-1,2010
949,united states,0,Masters,0,VeryHigh,0,7,FALSE,2.5,3.442985691,TRUE,TRUE,FALSE,0,0,north carolina state,-1,2010
951,sweden,2,Masters,0,VeryHigh,0,0,FALSE,3,3.442985691,TRUE,TRUE,FALSE,2,2,uppsala,-1,2010
953,italy,3,Masters,0,High,1,8,TRUE,3,3.442985691,FALSE,TRUE,FALSE,0,2,polytechnic  tirane,-1,2010
954,italy,3,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,politecnica de puerto rico,-1,2010
956,italy,3,Masters,0,High,1,1,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,polytechnic  tirane,-1,2010
957,italy,3,Masters,0,Medium,2,1,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,polytechnic  tirane,-1,2010
958,sweden,2,Masters,0,High,1,11,FALSE,3,3.442985691,FALSE,FALSE,FALSE,1,0,royal lnstitute of,-1,2010
959,italy,3,Masters,0,Medium,2,1,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,polytechnic ibadan,-1,2010
960,canada,1,Doctorate,1,VeryHigh,0,0,TRUE,4,4,TRUE,FALSE,FALSE,7,1,mcgill,-1,2010
963,united states,0,Masters,0,High,1,8,TRUE,4,3.442985691,TRUE,TRUE,FALSE,0,0,the sunshine coast,-1,2010
964,sweden,2,Masters,0,High,1,7,FALSE,2.5,3.5,TRUE,FALSE,FALSE,0,0,chalmers,-1,2010
966,united states,0,Doctorate,1,High,1,13,TRUE,2,3.5,TRUE,FALSE,TRUE,4,0,michigan state,-1,2010
967,united states,0,Masters,0,Medium,2,0,FALSE,3.5,3.442985691,TRUE,FALSE,FALSE,0,0,buffalo/suny,-1,2010
969,sweden,2,Masters,0,Medium,2,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,royal lnstitute of,-1,2010
970,n/a,0,Masters,0,High,1,11,FALSE,1.5,3.442985691,FALSE,TRUE,FALSE,0,0,old dominion,-1,2010
971,united kingdom,4,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,leeds,-1,2010
972,canada,1,Doctorate,1,High,1,11,TRUE,3.5,3.5,TRUE,TRUE,TRUE,1,0,mcgill,-1,2010
973,sweden,2,Masters,0,Medium,2,13,FALSE,3,4,FALSE,FALSE,FALSE,2,1,mid-sweden,-1,2010
975,united states,0,Doctorate,1,Medium,2,1,TRUE,3,3.5,TRUE,FALSE,TRUE,2,6,wisconsin - milwaukee,-1,2010
976,united states,0,Doctorate,1,High,1,5,TRUE,3,3.5,TRUE,TRUE,TRUE,4,2,clemson,-1,2010
977,germany,3,Masters,0,Medium,2,8,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,bauhaus universität weimar,-1,2011
978,canada,1,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,alberta,-1,2010
980,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,1,2,TRUE,FALSE,FALSE,1,3,new jersey institute of,-1,2010
981,united states,0,Doctorate,1,High,1,11,FALSE,1.5,2.5,TRUE,TRUE,FALSE,1,0,northeastern,-1,2010
982,malaysia,6,Masters,0,High,1,1,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,"toronto, mississauga",-1,2009
983,sweden,2,Masters,0,High,1,5,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,3,0,royal lnstitute of,-1,2010
984,italy,3,Masters,0,High,1,10,TRUE,1.5,3.442985691,TRUE,TRUE,FALSE,0,2,colima,-1,2010
987,canada,1,Masters,0,High,1,0,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,alberta,-1,2010
988,united states,0,Masters,0,High,1,7,TRUE,3,3.442985691,TRUE,FALSE,FALSE,6,3,texas am,-1,2010
989,united states,0,Masters,0,VeryHigh,0,11,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,1,0,akron,-1,2010
990,sweden,2,Masters,0,High,1,3,FALSE,3,3.442985691,TRUE,TRUE,FALSE,0,5,stockholm,-1,2010
991,united states,0,Doctorate,1,High,1,8,TRUE,2.5,3,TRUE,TRUE,TRUE,2,0,cincinnati,-1,2010
993,malaysia,6,Masters,0,Medium,2,9,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,politécnica de madrid,-1,2010
994,sweden,2,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,johannesburg,-1,2010
995,canada,1,Doctorate,1,VeryHigh,0,5,TRUE,2.5,3.76,FALSE,FALSE,FALSE,3,0,toronto,-1,2013
996,sweden,2,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,karlstad,-1,2010
998,united kingdom,4,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,1,0,manchester,-1,2010
1002,germany,3,Masters,0,High,1,2,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,université kofi annan,-1,2005
1003,canada,1,Masters,0,VeryHigh,0,11,TRUE,4,3.442985691,TRUE,TRUE,FALSE,1,0,toronto,-1,2010
1006,sweden,2,Masters,0,VeryHigh,0,5,FALSE,4,3.442985691,FALSE,TRUE,FALSE,0,0,north dakota,-1,2010
1007,sweden,2,Masters,0,High,1,10,FALSE,3,3.442985691,TRUE,TRUE,FALSE,0,0,royal lnstitute of,-1,2010
1009,united states,0,Masters,0,High,1,7,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,colorado school of mines,-1,2011
1010,norway,2,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,2,bergen,-1,2010
1011,finland,2,Masters,0,High,1,9,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,1,vaasa,-1,2010
1014,sweden,2,Masters,0,High,1,0,FALSE,2.5,3.442985691,TRUE,TRUE,FALSE,0,0,stockholm,-1,2010
1015,sweden,2,Masters,0,Medium,2,9,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,kota,-1,2010
1017,malaysia,6,Masters,0,High,1,0,TRUE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,"toronto, mississauga",-1,2004
1018,united states,0,Doctorate,1,High,1,1,TRUE,3.5,3.5,TRUE,TRUE,TRUE,3,2,texas am,-1,2010
1019,finland,2,Doctorate,1,High,1,0,FALSE,3,3.5,FALSE,FALSE,FALSE,3,2,oulu,-1,2010
1020,united states,0,Doctorate,1,High,1,1,FALSE,3,4,TRUE,TRUE,TRUE,2,0,brown,-1,2010
1021,sweden,2,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,royal lnstitute of,-1,2010
1022,norway,2,Masters,0,Medium,2,7,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,1,pennsylvania state  - schuylkill,-1,2010
1023,canada,1,Masters,0,Medium,2,0,TRUE,3,3.442985691,FALSE,FALSE,FALSE,0,0,saskatchewan,-1,2010
1024,united states,0,Doctorate,1,High,1,5,FALSE,2,4,TRUE,TRUE,TRUE,0,0,texas at dallas,-1,2012
1025,united kingdom,4,Masters,0,High,1,0,FALSE,3.6,3.442985691,FALSE,FALSE,FALSE,0,0,imperial college london,-1,2010
1026,canada,1,Masters,0,VeryHigh,0,0,TRUE,3,3.442985691,TRUE,FALSE,FALSE,0,0,brock,-1,2010
1028,n/a,0,Doctorate,1,High,1,0,TRUE,3,3.5,FALSE,FALSE,FALSE,2,5,technische universität berlin,-1,2010
1029,canada,1,Masters,0,High,1,1,TRUE,3,3.442985691,FALSE,TRUE,FALSE,0,0,ubc vancouver,-1,2010
1030,canada,1,Doctorate,1,VeryHigh,0,1,FALSE,2,2.5,TRUE,TRUE,TRUE,3,3,manitoba,-1,2010
1031,australia,1,Masters,0,Medium,2,0,TRUE,1.5,3.5,FALSE,FALSE,FALSE,2,5,macquarie,-1,2010
1032,canada,1,Doctorate,1,VeryHigh,0,1,TRUE,2.5,4,FALSE,TRUE,FALSE,8,0,toronto,-1,2013
1033,canada,1,Doctorate,1,Medium,2,1,TRUE,2.5,3.5,FALSE,FALSE,TRUE,1,2,concordia,-1,2010
1034,united states,0,Doctorate,1,VeryHigh,0,6,TRUE,3,4,FALSE,TRUE,TRUE,1,1,boston college,-1,2010
1035,sweden,2,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,1,chalmers,-1,2010
1036,spain,3,Masters,0,High,1,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,adventista de bolivia,-1,2010
1037,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,4,3.5,TRUE,FALSE,FALSE,1,1,georgia,-1,2010
1038,germany,3,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,south gujarat,-1,2010
1039,canada,1,Doctorate,1,Medium,2,1,TRUE,2,3.5,FALSE,FALSE,FALSE,2,2,manitoba,-1,2010
1040,canada,1,Doctorate,1,High,1,0,TRUE,2.5,3.5,FALSE,TRUE,TRUE,3,1,windsor,-1,2010
1041,sweden,2,Masters,0,Medium,2,7,FALSE,3,3.442985691,FALSE,FALSE,FALSE,1,0,royal lnstitute of,-1,2010
1042,n/a,0,Doctorate,1,High,1,4,TRUE,2.5,2.5,FALSE,FALSE,TRUE,7,0,libya open,-1,2010
1043,n/a,0,Doctorate,1,Medium,2,2,FALSE,3,3.5,FALSE,TRUE,TRUE,0,0,simon fraser,-1,2010
1044,finland,2,Masters,0,High,1,0,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,oulu,-1,2010
1045,n/a,0,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,2,turin,-1,2010
1046,italy,3,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,politecnica de puerto rico,-1,2010
1048,n/a,0,Doctorate,1,Medium,2,0,TRUE,1.5,3.5,FALSE,TRUE,FALSE,4,0,cairo,-1,2011
1049,india,7,Doctorate,1,High,1,3,TRUE,2,2.5,FALSE,FALSE,FALSE,0,2,indian institute of,-1,2011
1050,canada,1,Masters,0,VeryHigh,0,1,FALSE,3.5,3.442985691,FALSE,TRUE,FALSE,0,0,simon fraser,-1,2010
1051,united states,0,Doctorate,1,High,1,0,TRUE,2.5,3.5,TRUE,FALSE,FALSE,4,2,north carolina state,-1,2010
1053,germany,3,Masters,0,High,1,11,FALSE,1.5,3.442985691,FALSE,TRUE,FALSE,0,2,mu' tah,-1,2010
1054,n/a,0,Masters,0,Medium,2,9,FALSE,2.5,3.442985691,TRUE,FALSE,FALSE,0,0,universität rostock,-1,2010
1056,sweden,2,Masters,0,High,1,0,FALSE,3,4,FALSE,FALSE,FALSE,0,0,linköping,-1,2009
1057,canada,1,Masters,0,VeryHigh,0,11,FALSE,4,3.442985691,FALSE,TRUE,FALSE,1,0,calgary,-1,2010
1058,united states,0,Masters,0,High,1,9,FALSE,2,3.442985691,TRUE,FALSE,FALSE,0,0,san jose state,-1,2010
1059,italy,3,Masters,0,VeryHigh,0,11,TRUE,3.5,3.442985691,TRUE,TRUE,FALSE,6,0,polytechnic  tirane,-1,2010
1061,norway,2,Doctorate,1,High,1,11,TRUE,2.5,3.5,FALSE,FALSE,FALSE,2,0,madero,-1,2010
1062,n/a,0,Masters,0,High,1,11,FALSE,3,3.442985691,TRUE,FALSE,FALSE,0,3,n/a new mexicon/a reno n/anew mexico state,-1,2011
1064,france,3,Masters,0,VeryHigh,0,7,TRUE,3,4,TRUE,TRUE,TRUE,7,10,pavia,-1,2010
1065,united kingdom,4,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,surrey,-1,2010
1067,australia,1,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,melbourne,-1,2011
1069,n/a,0,Doctorate,1,VeryHigh,0,1,FALSE,2,2.5,FALSE,TRUE,TRUE,1,0,n/a,-1,2012
1070,germany,3,Masters,0,VeryHigh,0,1,FALSE,3,3.442985691,TRUE,TRUE,FALSE,1,0,south gujarat,-1,2010
1071,united states,0,Doctorate,1,VeryHigh,0,5,FALSE,2,3.5,TRUE,TRUE,TRUE,1,0,texas am,-1,2010
1072,italy,3,Doctorate,1,Medium,2,11,TRUE,3,4,FALSE,TRUE,TRUE,4,0,polytechnic  tirane,-1,2011
1073,france,3,Masters,0,High,1,7,FALSE,2.5,3.5,FALSE,TRUE,TRUE,1,3,agroparistech,-1,2010
1074,united states,0,Masters,0,VeryHigh,0,0,FALSE,3.5,3.442985691,TRUE,TRUE,FALSE,0,0,texas am,-1,2010
1075,canada,1,Doctorate,1,High,1,4,TRUE,2.5,3.5,FALSE,TRUE,FALSE,0,0,ecole polytechnique marseille,-1,2010
1076,canada,1,Doctorate,1,VeryHigh,0,2,TRUE,3.5,3.442985691,TRUE,TRUE,FALSE,7,0,brescia college,-1,2010
1078,singapore,5,Doctorate,1,VeryHigh,0,0,TRUE,3,3.91,FALSE,FALSE,FALSE,1,5,national  singapore,-1,2013
1079,australia,1,Doctorate,1,High,1,0,TRUE,2.5,4,FALSE,FALSE,FALSE,3,1,macquarie,-1,2010
1080,united kingdom,4,Doctorate,1,High,1,0,TRUE,1,3,FALSE,TRUE,FALSE,1,5,city  hong kong,-1,2010
1081,canada,1,Doctorate,1,High,1,5,TRUE,3.5,4,TRUE,TRUE,FALSE,0,0,ottawa,-1,2010
1082,canada,1,Masters,0,High,1,1,TRUE,3.5,3.442985691,TRUE,TRUE,FALSE,0,0,western ontario,-1,2011
1084,n/a,0,Doctorate,1,High,1,2,FALSE,2,2.5,FALSE,FALSE,FALSE,0,20,n/a,-1,2011
1086,united states,0,Doctorate,1,VeryHigh,0,0,FALSE,2.5,3,TRUE,TRUE,TRUE,3,0,texas at arlington,-1,2010
1088,canada,1,Masters,0,High,1,5,TRUE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,western ontario,-1,2010
1089,n/a,0,Masters,0,Medium,2,4,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,1,1,n/a,-1,2010
1090,united states,0,Masters,0,VeryHigh,0,4,TRUE,2.5,3.442985691,TRUE,FALSE,FALSE,5,0,oregon state,-1,2010
1091,n/a,0,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,applied s,-1,2010
1092,n/a,0,Masters,0,Medium,2,11,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,7,btu n/a brandenburg  technology,-1,2010
1093,canada,1,Masters,0,High,1,5,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,british columbia open,-1,2010
1097,germany,3,Masters,0,High,1,7,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,south gujarat,-1,2010
1099,n/a,0,Masters,0,High,1,7,TRUE,3.5,4,FALSE,FALSE,FALSE,0,0,boston,-1,2010
1101,canada,1,Masters,0,VeryHigh,0,1,TRUE,3.5,3.442985691,TRUE,FALSE,FALSE,0,1,simon fraser,-1,2010
1102,australia,1,Masters,0,High,1,11,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,new south wales,-1,2011
1103,canada,1,Doctorate,1,High,1,6,TRUE,2,3.5,FALSE,FALSE,FALSE,0,1,concordia,-1,2010
1104,austria,3,Masters,0,Medium,2,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,technikum wien,-1,2010
1105,canada,1,Masters,0,Medium,2,4,TRUE,3,3.442985691,FALSE,TRUE,FALSE,0,2,alberta,-1,2010
1106,n/a,0,Masters,0,High,1,5,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2003
1107,australia,1,Doctorate,1,Medium,2,5,TRUE,2,4,TRUE,FALSE,FALSE,15,8,melbourne,-1,2010
1108,sweden,2,Masters,0,High,1,9,TRUE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,hong kong,-1,2010
1109,canada,1,Masters,0,High,1,0,TRUE,3,4,FALSE,FALSE,TRUE,2,0,"institut national de la recherche scientifique, université du québec",-1,2011
1110,spain,3,Doctorate,1,High,1,5,TRUE,2.5,3,TRUE,TRUE,TRUE,0,1,politécnica de cataluna,-1,2010
1111,united states,0,Doctorate,1,VeryHigh,0,11,TRUE,2,3.5,TRUE,TRUE,TRUE,4,1,hawaii - manoa,-1,2009
1112,united states,0,Masters,0,Medium,2,0,TRUE,2.5,3.442985691,TRUE,FALSE,FALSE,0,0,national college for medicaltechnical studies,-1,2011
1113,canada,1,Doctorate,1,Medium,2,5,TRUE,2.5,4,FALSE,FALSE,TRUE,5,8,ottawa,-1,2010
1117,germany,3,Masters,0,High,1,0,TRUE,3,3.442985691,FALSE,FALSE,FALSE,1,0,technical  lublin,-1,2010
1118,germany,3,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,brighton,-1,2010
1119,canada,1,Doctorate,1,High,1,7,TRUE,2.5,3,TRUE,TRUE,FALSE,1,0,lakehead,-1,2011
1120,n/a,0,Doctorate,1,High,1,8,FALSE,1.5,3,FALSE,TRUE,TRUE,2,0,n/a,-1,2011
1121,germany,3,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,1,0,brighton,-1,2010
1122,united states,0,Masters,0,High,1,0,TRUE,1.5,3.442985691,TRUE,FALSE,FALSE,0,0,georgia,-1,2010
1123,united states,0,Masters,0,High,1,9,TRUE,2.5,3.442985691,TRUE,FALSE,FALSE,0,1,northern illinois,-1,2010
1124,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,2,3.93,TRUE,TRUE,FALSE,3,0,applied,-1,2010
1125,united kingdom,4,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,edinburgh,-1,2010
1126,india,7,Masters,0,Medium,2,0,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,mysore,-1,2010
1127,germany,3,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,technical  lublin,-1,2010
1128,germany,3,Masters,0,High,1,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,ulster,-1,2010
1129,n/a,0,Masters,0,High,1,9,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2010
1130,germany,3,Masters,0,High,1,0,FALSE,2,3.442985691,TRUE,TRUE,FALSE,0,0,brighton,-1,2010
1131,n/a,0,Doctorate,1,High,1,0,FALSE,1.5,3.5,FALSE,TRUE,TRUE,3,2,n/a,-1,2005
1132,n/a,0,Doctorate,1,Medium,2,0,FALSE,2,2.5,FALSE,FALSE,TRUE,0,0,ucm(spain),-1,2010
1133,united states,0,Doctorate,1,High,1,1,TRUE,1.5,2.5,TRUE,TRUE,TRUE,0,0,toledo,-1,2011
1134,italy,3,Doctorate,1,Medium,2,10,FALSE,1.5,4,FALSE,TRUE,FALSE,0,4,polytechnic  tirane,-1,2011
1136,united kingdom,4,Masters,0,High,1,8,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,wiley college,-1,2010
1137,sweden,2,Masters,0,High,1,0,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,2,gretsa universtiy,-1,2010
1138,united states,0,Doctorate,1,High,1,8,TRUE,2,4,TRUE,FALSE,TRUE,2,7,wisconsin - milwaukee,-1,2010
1139,united states,0,Masters,0,Medium,2,5,FALSE,2,3.442985691,TRUE,TRUE,FALSE,0,0,colorado at denver,-1,2010
1140,united states,0,Masters,0,High,1,7,TRUE,3.5,3.442985691,TRUE,FALSE,FALSE,0,0,alaska - fairbanks,-1,2010
1141,united states,0,Masters,0,High,1,7,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,drexel,-1,2010
1145,italy,3,Doctorate,1,Medium,2,0,TRUE,2,3.5,FALSE,FALSE,FALSE,6,12,pavia,-1,2011
1146,united states,0,Doctorate,1,High,1,13,FALSE,3.5,3.5,FALSE,FALSE,FALSE,4,0,harvard,-1,2011
1147,australia,1,Doctorate,1,Medium,2,4,TRUE,2,2.5,FALSE,FALSE,FALSE,3,3,macquarie,-1,2011
1148,germany,3,Masters,0,Medium,2,2,FALSE,1,3.442985691,FALSE,FALSE,FALSE,0,0,anderson,-1,2010
1150,canada,1,Doctorate,1,VeryHigh,0,1,FALSE,2,3.5,TRUE,FALSE,FALSE,4,1,dalhousie,-1,2010
1152,malaysia,6,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,"toronto, mississauga",-1,2010
1153,united kingdom,4,Masters,0,High,1,11,FALSE,1,3.442985691,FALSE,TRUE,FALSE,0,0,newcastle,-1,2011
1154,n/a,0,Masters,0,High,1,7,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,2,"toronto, mississauga",-1,2011
1156,canada,1,Masters,0,High,1,1,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,1,0,calgary,-1,2011
1161,malaysia,6,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,3,"toronto, mississauga",-1,2010
1162,italy,3,Doctorate,1,Medium,2,5,FALSE,2,3,FALSE,FALSE,FALSE,4,9,polytechnic  tirane,-1,2011
1163,canada,1,Masters,0,High,1,11,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,alberta,-1,2011
1164,singapore,5,Doctorate,1,VeryHigh,0,0,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,1,0,national  singapore,-1,2011
1165,australia,1,Doctorate,1,High,1,5,TRUE,3.5,4,TRUE,TRUE,TRUE,0,4,new south wales,-1,2011
1166,united states,0,Masters,0,Medium,2,0,FALSE,2,3.442985691,TRUE,TRUE,FALSE,0,0,the sunshine coast,-1,2011
1167,germany,3,Masters,0,Medium,2,0,FALSE,1.5,3.442985691,FALSE,TRUE,FALSE,0,3,friedrich-alexander universität erlangen-nürnberg,-1,2010
1168,malaysia,6,Masters,0,High,1,0,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,"toronto, mississauga",-1,2011
1170,united states,0,Doctorate,1,High,1,11,FALSE,2.5,3.5,TRUE,FALSE,FALSE,0,2,texas am,-1,2010
1171,united states,0,Masters,0,High,1,0,TRUE,3.6,3.442985691,FALSE,TRUE,FALSE,2,5,stanford,-1,2011
1173,australia,1,Doctorate,1,VeryHigh,0,1,TRUE,3,3.96,FALSE,FALSE,FALSE,7,0,southern queensland,-1,2014
1175,united states,0,Masters,0,Medium,2,11,FALSE,2,3.442985691,TRUE,TRUE,FALSE,0,0,new haven,-1,2011
1176,malaysia,6,Masters,0,High,1,1,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,mendoza,-1,2011
1178,malaysia,6,Masters,0,Medium,2,5,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,universiti kebangsaan malaysia,-1,2010
1179,canada,1,Doctorate,1,High,1,1,TRUE,3,3,TRUE,TRUE,TRUE,3,1,manitoba,-1,2011
1180,malaysia,6,Masters,0,High,1,0,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,"toronto, mississauga",-1,2011
1182,sweden,2,Masters,0,Medium,2,2,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,mariano egaña,-1,2011
1185,canada,1,Masters,0,High,1,1,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,6,0,windsor,-1,2011
1186,united states,0,Doctorate,1,High,1,0,TRUE,3.5,4,TRUE,FALSE,FALSE,0,0,ohio state,-1,2010
1187,germany,3,Masters,0,Medium,2,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,nagaland,-1,2011
1188,united kingdom,4,Masters,0,High,1,11,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,kingston,-1,2010
1189,australia,1,Doctorate,1,High,1,0,TRUE,3.5,4,FALSE,FALSE,FALSE,0,0,melbourne,-1,2011
1190,united states,0,Doctorate,1,VeryHigh,0,1,TRUE,2.5,3,TRUE,TRUE,TRUE,2,1,northern iowa,-1,2011
1191,germany,3,Doctorate,1,High,1,0,TRUE,2.5,2.5,TRUE,FALSE,FALSE,3,0,georg-august universität göttingen,-1,2011
1192,united states,0,Doctorate,1,High,1,8,FALSE,3.5,3.5,FALSE,TRUE,TRUE,0,3,north carolina state,-1,2010
1194,sweden,2,Masters,0,VeryHigh,0,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,blekinge institute of,-1,2011
1195,malaysia,6,Doctorate,1,VeryHigh,0,0,FALSE,1,2.5,FALSE,FALSE,TRUE,0,0,"toronto, mississauga",-1,2011
1196,canada,1,Doctorate,1,High,1,1,TRUE,3,4,FALSE,FALSE,FALSE,3,5,simon fraser,-1,2011
1197,united kingdom,4,Doctorate,1,High,1,0,TRUE,1.5,1,FALSE,FALSE,FALSE,0,0,southampton,-1,2013
1198,n/a,0,Doctorate,1,Medium,2,0,FALSE,1.5,3.5,TRUE,FALSE,TRUE,0,2,virginia commonwealth,-1,2011
1199,italy,3,Masters,0,Medium,2,10,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,polytechnic  tirane,-1,2011
1200,united states,0,Doctorate,1,VeryHigh,0,11,TRUE,4,3.5,TRUE,TRUE,TRUE,0,0,washington,-1,2010
1201,united states,0,Doctorate,1,High,1,11,TRUE,2.5,4,TRUE,TRUE,TRUE,9,0,new mexico,-1,2011
1203,n/a,0,Masters,0,Medium,2,1,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,1,glasgow caledonian,-1,2010
1204,australia,1,Doctorate,1,Medium,2,4,FALSE,3,3,FALSE,FALSE,FALSE,1,0,new south wales,-1,2011
1205,italy,3,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,3,polytechnic  tirane,-1,2011
1206,malaysia,6,Masters,0,High,1,4,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,"toronto, mississauga",-1,2011
1207,malaysia,6,Masters,0,High,1,9,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,"toronto, mississauga",-1,2011
1208,n/a,0,Masters,0,Medium,2,2,FALSE,1,3.442985691,FALSE,TRUE,FALSE,0,0,mariano egaña,-1,2011
1209,sweden,2,Masters,0,Medium,2,1,FALSE,2.5,3.442985691,TRUE,FALSE,FALSE,7,2,nanjing institute of meteorology,-1,2010
1210,malaysia,6,Masters,0,High,1,10,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,malayer,-1,2011
1211,switzerland,0,Doctorate,1,High,1,5,TRUE,3.5,4,TRUE,FALSE,FALSE,4,5,eth zurich,-1,2011
1212,germany,3,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,karachi institute of economics,-1,2011
1213,united states,0,Doctorate,1,Medium,2,1,FALSE,3,2.5,FALSE,FALSE,FALSE,1,0,kansas,-1,2011
1215,australia,1,Masters,0,Medium,2,9,FALSE,1,3.442985691,FALSE,FALSE,FALSE,0,0,wollongong,-1,2012
1216,norway,2,Masters,0,Low,3,10,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,nigerian turkish nile,-1,2011
